KOD10;NEV
G2530;Myoclonus
G2540;Gyógyszer-indukálta chorea
G2550;Egyéb chorea
G2560;Gyógyszer-indukálta és egyéb szervi eredetû tic-ek
G2580;Egyéb meghatározott, extrapyramidalis és mozgási rendellenességek
G2590;Extrapyramidalis és mozgási rendellenesség, k.m.n.
G26H0;Extrapyramidalis és mozgási rendellenességek másh. o. betegségekben
G3000;Korai kezdetû Alzheimer-kór
G3010;Késõi kezdetû Alzheimer-kór
G3080;Egyéb Alzheimer-kór
G3090;Alzheimer-kór k.m.n.
G3100;Körülírt agyi sorvadás
G3110;Aggkori agyi elfajulás, m.n.o.
G3120;Alkohol okozta központi idegrendszeri elfajulás
G3180;Egyéb meghatározott idegrendszeri elfajulásos betegségek
G3190;Idegrendszeri elfajulásos betegség k.m.n.
G3200;A gerincvelõ szubakut kombinált elfajulása másh. o. betegségekben
G3280;A közp. idegrendszer egyéb meghat. elváltozásai más. o. betegségekben
G35H0;Sclerosis multiplex
G3600;A látóideg velõhüvely gyulladása [neuromyelitis optica Devic]
G3610;Heveny és félheveny vérzéses leukoencephalitis [Hurst]
G3680;Egyéb meghatározott heveny disszeminált demyelinisatio
G3690;Heveny, disszeminált demyelinisatio, k.m.n.
G3700;Diffúz sclerosis
G3710;A corpus callosum centrális demyelinisatiója
G3720;A híd centrális myelinolysise
G3730;Akut myelitis transv. a közp.idegrendszer demyelinisatiós betegségében
G3740;Félheveny nekrotizáló myelitis
G3750;Koncentrikus sclerosis [Baló]
G3780;A központi idegrendszer egyéb meghatározott demyelinisatiós betegségei
G3790;A központi idegrendszer demyelinisatiós betegsége k.m.n.
G4000;Lokalizáció függõ idiopathiás epilepsia lokális kezdetû rohamokkal
G4010;Lokalizáció függõ tüneti epilepsia egyszerû parciális rohamokkal
G4020;Lokalizáció függõ tüneti epilepsia összetett parciális rohamokkal
G4030;Általánosult idiopathiás epilepsia és epilepsiás syndromák
G4040;Egyéb általánosult epilepsiák és epilepsiás syndromák
G4050;Speciális epilepsiás syndromák
G4060;Grand mal rohamok k.m.n. (petit mal-lal vagy anélkül)
G4070;Petit mal k.m.n. grand mal rohamok nélkül
G4080;Egyéb epilepsia
G4090;Epilepsia, k.m.n.
G4100;Grand mal status epilepticus
G4110;Petit mal status epilepticus
G4120;Összetett részleges status epilepticus
G4180;Egyéb status epilepticus
G4190;Status epilepticus, k.m.n.
G4300;Migrén aura nélkül [közönséges migrén]
G4310;Migrén aurával [klasszikus migrén]
G4320;Status migrainosus
G4330;Szövõdményes migrén
G4380;Egyéb migrén
G4390;Migrén k.m.n.
G4400;Halmozott fejfájás syndroma
G4410;Éreredetû fejfájás m.n.o.
G4420;Tensiós típusú fejfájás
G4430;Idült, posttraumás fejfájás
G4440;Gyógyszer okozta fejfájás m.n.o.
G4480;Egyéb, meghatározott fejfájás syndromák
G4500;Vertebrobasilaris syndroma
G4510;Arteria carotis syndroma (féltekei)
G4520;Többszörös és kétoldali praecerebralis arteria syndromák
G4530;Amaurosis fugax
G4540;Átmeneti globális amnesia
G4580;Egyéb, átmeneti agyi ischaemiás attakok és rokon syndromák
G4590;Átmeneti agyi ischaemiás attak (TIA) k.m.n.
G4600;Arteria cerebri media syndroma (I66.0+)
G4610;Arteria cerebri anterior syndroma (I66.1+)
G4620;Arteria cerebri posterior syndroma (I66.2+)
G4630;Agytörzsi szélütés (stroke) syndroma (I60-I67+)
G4640;Kisagyi stroke syndroma (I60-I67+)
G4650;Tisztán motoros lacunaris syndroma (I60-I67+)
G4660;Tisztán szenzoros lacunáris syndroma (I60-I67+)
G4670;Egyéb lacunáris syndromák (I60-I67+)
G4680;Egyéb éreredetû agyi syndromák agyi érbetegségekben (I60-I67+)
G4700;Elalvási és átalvási zavarok [insomniák]
G4710;Túlzott aluszékonyság [hypersomniák]
G4720;Az alvás-ébrenlét ciklus zavarai
G4730;Alvási apnoe
G4740;Narcolepsia és catalepsia
G4780;Egyéb alvászavarok
G4790;Alvászavar k.m.n.
G5000;Trigeminus neuralgia
G5010;Atípusos arcfájdalom
G5080;A n. trigeminus egyéb rendellenességei
G5090;A n. trigeminus rendellenessége k.m.n.
G5100;Bell-féle bénulás
G5110;Geniculatum ganglionitis
G5120;Melkersson-syndroma
G5130;Clonusos féloldali facialis görcs
G5140;Facialis myokymia
G5180;Az arcideg egyéb rendellenességei
G5190;Az arcideg rendellenessége k.m.n.
G5200;A szaglóideg rendellenességei
G5210;A n. glossopharyngeus rendellenességei
G5220;A n. vagus rendellenességei
G5230;A n. hypoglossus rendellenességei
G5270;Több agyideg rendellenességei
G5280;Az agyidegek egyéb meghatározott rendellenességei
G5290;Agyideg rendellenesség k.m.n.
G5300;Zoster utáni idegfájdalom (B02.2+)
G5310;Többszörös agyidegbénulások másh.o. fertõzõ és parazitás betegségekben
G5320;Többszörös agyidegbénulások sarcoidosisban (D86.8+)
G5330;Többszörös agyidegbénulások daganatos megbetegedésekben (C00-D48+)
G5380;Egyéb agyideg tünetek máshova osztályozott betegségekben
G5400;Plexus brachialis rendellenességek
G5410;Ágyéki-keresztcsonti plexus rendellenességek
G5420;Nyaki gyök-rendellenességek m.n.o.
G5430;Háti gyök-rendellenességek m.n.o.
G5440;Ágyéki-keresztcsonti gyök-rendellenességek m.n.o.
G5450;Amyotrophia neuralgica
G5460;Végtag fantom-syndroma fájdalommal
G5470;Végtag fantom-syndroma fájdalom nélkül
G5480;Egyéb gyök és plexus rendellenességek
G5490;Gyök és plexus rendellenesség k.m.n.
G5500;Gyök és plexus kompressziók daganatos megbetegedésekben (C00-D48+)
G5510;Gyök és plexus kompressziók csigolya közti porckorong betegségekben
G5520;Gyök és plexus kompressziók spondylosisban (M47.-+)
G5530;Gyök és plexus kompressziók egyéb háti bántalmakban (M45-M46+, M48.-+)
G5580;Egyéb gyök és plexus kompressziók egyéb másh. oszt. betegségekben
G5600;Carpal tunnel (carpalis alagút) syndroma
G5610;A n. medianus egyéb károsodásai
G5620;A n. ulnaris károsodása
G5630;A. n. radialis károsodása
G5640;Causalgia
G5680;A felsõ végtag egyéb mononeuropathiái
G5690;Felsõ végtagi mononeuropathia, k.m.n.
G5700;A n. ischiadicus károsodása
G5710;Meralgia paraesthetica
G5720;A. n. femoralis károsodása
G5730;A n. popliteus lat. károsodása
G5740;A n. popliteus int. károsodása
G5750;Tarsalis alagút syndroma
G5760;A n. plantaris károsodása
G5780;Az alsó végtagok egyéb mononeuropathiái
G5790;Alsó végtagi mononeuropathia, k.m.n.
G5800;Borda közti ideg bántalom
G5870;Többszörös mononeuritis
G5880;Egyéb meghatározott mononeuropathiák
G5890;Mononeuropathia, k.m.n.
G5900;Diabeteses mononeuropathia (E10-E14 +közös .4 negyedik karakterrel)
G5980;Egyéb mononeuropathia máshova osztályozott betegségekben
G6000;Örökletes mozgató- és érzõideg bántalom
G6010;Refsum betegség
G6020;Örökletes ataxiához társuló idegbántalom
G6030;Idiopathiás progresszív neuropathia
G6080;Egyéb örökletes és idiopathiás idegbántalmak
G6090;Örökletes és idiopathiás neuropathia k.m.n.
G6100;Guillain-Barré-syndroma
G6110;Serum neuropathia
G6180;Egyéb gyulladásos polyneuropathiák
G6190;Gyulladásos polyneuropathia k.m.n.
G6200;Gyógyszer okozta polyneuropathia
G6210;Alkoholos polyneuropathia
G6220;Egyéb toxikus tényezõk okozta polyneuropathia
G6280;Egyéb meghatározott polyneuropathiák
G6290;Polyneuropathia k.m.n.
G6300;Polyneuropathia másh. oszt. fertõzõ és parazitás megbetegedésekben
G6310;Polyneuropathia daganatos betegségekben (C00-D48+)
G6320;Diabetes polyneuropathia (E10-E14+ közös .4 negyedik karakterrel)
G6330;Polyneuropathia egyéb endocrin és anyagcsere betegségekben (E00-E07+)
G6340;Polyneuropathia táplálkozási hiány-syndromákban (E40-E64+)
G6350;Polyneuropathia kötõszöveti rendszer megbetegedésekben (M30-M35+)
G6360;Polyneuropathia egyéb vázizomzat megbetegedésekben (M00-M25+,M40-M96+)
G6380;Polyneuropathia egyéb máshova osztályozott betegségekben
G64H0;A környéki idegrendszer egyéb megbetegedései
G7000;Myasthenia gravis
G7010;Toxikus myoneuralis megbetegedések
G7020;Veleszületett és fejlõdési myasthenia
G7080;Egyéb meghatározott myoneuralis rendellenességek
G7090;Myoneuralis rendellenesség, k.m.n.
G7100;Izom dystrophia
G7110;Myotoniás rendellenességek
G7120;Veleszületett myopathiák
G7130;Mitochondrialis izombántalom m.n.o.
G7180;Az izomzat egyéb elsõdleges rendellenességei
G7190;Elsõdleges izom-rendellenesség k.m.n.
G7200;Gyógyszer okozta izombántalom
G7210;Alkoholos izombántalom
G7220;Egyéb mérgezõ anyagok okozta izombántalom
G7230;Periódikus bénulás
G7240;Gyulladásos myopathia m.n.o.
G7280;Egyéb meghatározott myopathiák
G7290;Myopathia k.m.n.
G7300;Myastheniás syndromák endocrin betegségekben
G7310;Eaton-Lambert-syndroma (C80+)
G7320;Egyéb myastheniás syndromák daganatos betegségekben (C00-D48+)
G7330;Myastheniás syndromák máshova osztályozott betegségekben
G7340;Izombántalom máshova osztályozott fertõzõ és parazitás betegségekben
G7350;Izombántalom endocrin betegségekben
G7360;Izombántalom anyagcsere betegségekben
G7370;Izombántalom máshova osztályozott betegségekben
G8000;Spasticus agyi bénulás
G8010;Spasticus kétoldali bénulás
G8020;Csecsemõkori féloldali bénulás
G8030;Dyskineticus agyi bénulás
G8040;Ataxiás agyi bénulás
G8080;Egyéb csecsemõkori agyi bénulás
G8090;Csecsemõkori agyi bénulás k.m.n.
G8100;Féloldali petyhüdt bénulás
G8110;Féloldali spasticus bénulás
G8190;Féloldali bénulás k.m.n.
G8200;Petyhüdt paraplegia
G8210;Spasticus paraplegia
G8220;Paraplegia k.m.n.
G8230;Petyhüdt tetraplegia
G8240;Spasticus tetraplegia
G8250;Tetraplegia k.m.n.
G8300;Felsõ végtag kétoldali bénulása
G8310;Az egyik alsó végtag bénulása
G8320;Az egyik felsõ végtag bénulása
G8330;Egy végtag bénulása k.m.n.
G8340;Cauda equina syndroma
G8380;Egyéb meghatározott bénulásos syndromák
G8390;Bénulásos syndroma k.m.n.
G9000;Idiopathiás perifériás autonóm idegbántalom
G9010;Családi dysautonomia [Riley-Day]
G9020;Horner-syndroma
G9030;Több szisztémát érintõ elfajulás
G9080;Az autonóm idegrendszer egyéb rendellenességei
G9090;Az autonóm idegrendszer rendellenessége k.m.n.
G9100;Kommunikáló hydrocephalus
G9110;Elzáródásos hydrocephalus
G9120;Normál nyomású hydrocephalus
G9130;Sérülést követõ hydrocephalus k.m.n.
G9180;Egyéb hydrocephalus
G9190;Hydrocephalus k.m.n.
G92H0;Toxikus encephalopathia
G9300;Agyi tömlõk (cysták)
G9310;Anoxiás agyi károsodás m.n.o.
G9320;Jóindulatú koponyaûri nyomásfokozódás
G9330;Vírusfertõzés utáni kifáradásos tünetegyüttes
G9340;Encephalopathia k.m.n.
G9350;Agyi nyomásfokozódás
G9360;Agyvizenyõ
G9370;Reye-syndroma
G9380;Egyéb meghatározott agyi megbetegedések
G9390;Agyi rendellenesség k.m.n.
G9400;Vízfejûség másh. oszt. fertõzõ és parazitás betegségekben (A00-B99+)
G9410;Vízfejûség daganatos betegségekben (C00-D48+)
G9420;Vízfejûség egyéb, máshova osztályozott betegségekben
G9480;Az agy egyéb, meghatározott rendellenességei másh. oszt. betegségekben
G9500;Syringomyelia és syringobulbia
G9510;Ér-eredetû gerincvelõi bántalmak
G9520;Gerincvelõ kompresszió k.m.n.
G9580;A gerincvelõ egyéb meghatározott betegségei
G9590;A gerincvelõ nem-meghatározott betegsége
G9600;Liquor csorgás
G9610;Az agyhártyák m.n.o. betegségei
G9680;A központi idegrendszer egyéb meghatározott betegségei
G9690;A központi idegrendszer betegsége k.m.n.
G9700;Liquor-csorgás gerinccsapolás következtében
G9710;Cysterna- és gerinccsapolás utáni egyéb reakció
G9720;Koponyaûri hypotensio kamrai shunt után
G9780;A központi idegrendszer egyéb beavatkozás utáni rendellenességei
G9790;Egyéb, beavatkozás utáni idegrendszeri rendellenesség k.m.n.
G98H0;Az idegrendszer m.n.o. egyéb rendellenességei
G9900;Autonóm idegbántalom endocrin és anyagcsere betegségekben
G9910;Az autonóm idegrendszer egyéb rendellenességei másh. o. betegségekben
G9920;Gerincvelõi rendellenesség máshova osztályozott betegségekben
G9980;Az idegrendszer egyéb meghat. rendellenességei másh. o. betegségekben
H0000;Árpa és a szemhéj egyéb mély gyulladásai
H0010;Jégárpa
H0100;Szemhéjgyulladás (blepharitis)
H0110;A szemhéj nem fertõzõ dermatosisai
H0180;Egyéb meghatározott szemhéjgyulladás
H0190;Szemhéjgyulladás, k.m.n.
H0200;Entropium és szemhéj trichiasis
H0210;Szemhéj kifordulás
H0220;Lagophthalmus
H0230;Blepharochalasis
H0240;Szemhéj ptosis
H0250;A szemhéj mûködését befolyásoló egyéb rendellenességek
H0260;Szemhéj xanthelasma
H0270;A szemhéj és a szemkörüli tájék egyéb degeneratív rendellenességei
H0280;A szemhéj egyéb megnevezett rendellenességei
H0290;A szemhéj rendellenessége, k.m.n.
H0300;A szemhéj parazitás infestatiója máshova osztályozott betegségekben
H0310;A szemhéj érintettsége máshova osztályozott fertõzõ betegségekben
H0380;A szemhéj érintettsége egyéb, máshova osztályozott betegségekben
H0400;Könnymirigygyulladás
H0410;A könnymirigy egyéb rendellenességei
H0420;Könnycsorgás
H0430;A könnyutak heveny és nem meghatározott gyulladása
H0440;A könnyutak idült gyulladása
H0450;A könnyutak szûkülete és elégtelensége
H0460;A könnyutak egyéb elváltozásai
H0480;A könnyszervek egyéb rendellenességei
H0490;Könnyszervek rendellenessége, k.m.n.
H0500;A szemgödör heveny gyulladása
H0510;A szemgödör idült gyulladása
H0520;Exophthalmusos állapotok
H0530;Az szemgödör deformitása
H0540;Enophthalmus
H0550;Visszamaradt idegentest (régi) a szemgödör áthatoló sérülése után
H0580;A szemgödör egyéb rendellenességei
H0590;A szemgödör rendellenessége, k.m.n.
H0600;A könnyszerv rendellenességei máshova osztályozott betegségekben
H0610;A szemgödör parazitás infestatiója máshova osztályozott betegségekben
H0620;Dysthyreosisos exophthalmus (E05.-+)
H0630;A szemgödör rendellenességei máshova osztályozott betegségekben
H1000;Mucopurulens kötõhártya-gyulladás
H1010;Heveny atopiás kötõhártya-gyulladás
H1020;Egyéb heveny kötõhártya-gyulladás
H1030;Heveny kötõhártya-gyulladás, k.m.n.
H1040;Idült kötõhártya-gyulladás
H1050;Blepharoconjunctivitis
H1080;Egyéb kötõhártya-gyulladás
H1090;Kötõhártya-gyulladás, k.m.n.
H1100;Kúszóhártya
H1110;Kötõhártya degeneratiók és lerakódások
H1120;Kötõhártya hegek
H1130;Kötõhártyavérzés
H1140;Egyéb kötõhártyai érrendellenességek és cysták
H1180;A kötõhártya egyéb, meghatározott rendellenességei, k.m.n.
H1190;A kötõhártya rendellenessége, k.m.n.
H1300;A kötõhártya filariás fertõzése (B74.-+)
H1310;Kötõhártya-gyulladás másh. oszt. fertõzõ és parazitás betegségekben
H1320;Kötõhártya-gyulladás egyéb, máshova osztályozott betegségekben
H1330;Szem pemphigoid (L12.-+)
H1380;A kötõhártya egyéb rendellenességei máshova osztályozott betegségekben
H1500;Ínhártyagyulladás
H1510;Episcleritis
H1580;Az ínhártya egyéb rendellenességei
H1590;Az ínhártya rendellenessége, k.m.n.
H1600;Szaruhártya fekély
H1610;Egyéb felszínes szaruhártya-gyulladás, kötõhártya-gyulladás nélkül
H1620;Kötõhártya-szaruhártya gyulladás
H1630;Interstitialis és mély szaruhártya-gyulladás
H1640;Szaruhártya neovascularisatio
H1680;Egyéb szaruhártya-gyulladások
H1690;Szaruhártya-gyulladás, k.m.n.
H1700;Leukoma adhaerens
H1710;Egyéb központi szaruhártya homály
H1780;Egyéb szaruhártya hegek és homályok
H1790;Szaruhártya heg és homály, k.m.n.
H1800;Szaruhártya pigmentatiók és lerakódások
H1810;Bullosus keratopathia
H1820;Egyéb szaruhártya vizenyõ
H1830;Elváltozások a szaruhártya membránjaiban
H1840;Szaruhártya elfajulás
H1850;Örökletes szaruhártya dystrophiák
H1860;Keratoconus
H1870;Egyéb szaruhártya deformitások
H1880;A szaruhártya egyéb, meghatározott rendellenességei
H1890;Szaruhártya rendellenesség, k.m.n.
H1900;Scleritis és episcleritis máshova osztályozott betegségekben
H1910;Herpesvirus szaruhártya-gyulladás és keratoconjunctivitis (B00.5+)
H1920;Keratitis, k.conjunctivitis másh. o. egyéb fert. és parazitás bet.ben
H1930;Keratitis és keratoconjuctivitis egyéb másh. oszt. betegségekben
H1980;Inhártya és szaruhártya egyéb rendellenességei másh. o. betegségekben
H2000;Akut és szubakut iridocyclitis
H2010;Idült iridocyclitis
H2020;Phakogen iridocyclitis
H2080;Egyéb iridocyclitisek
H2090;Iridocyclitis, k.m.n.
H2100;Elülsõ csarnok bevérzés
H2110;A szivárványhártya és sugártest egyéb vascularis rendellenességei
H2120;A szivárványhártya és a sugártest elfajulása
H2130;A szivárványhártya, sugártest és elülsõ csarnok cystája
H2140;Pupilláris membránok
H2150;A szivárványhártya és sugártest egyéb adhaesiói és disruptiói
H2180;A szivárványhártya és a sugártest egyéb meghatározott rendellenességei
H2190;Szivárványhártya és sugártest rendellenesség, k.m.n.
H2200;Iridocyclitis máshova osztályozott fertõzõ és parazitás betegségekben
H2210;Iridocyclitis máshova osztályozott egyéb betegségekben
H2280;Szaruhártya és sugártest egyéb rendellenességei másh. o. betegségekben
H2500;Kezdõdõ öregkori szürkehályog
H2510;Öregkori lencsemag-homály
H2520;Öregkori szürkehályog, Morgagni-típus
